Comparison (group1/group2),Group,ProteinGroups,PTM.ModificationTitle,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Condition (Numerator),Condition (Denominator),protein_log2fc,corrected_log2fc,site_class
LPS+Nigericin / Unstim,P10809_K387_M1_17,P10809,GlyGly (K),-0.6407517036979818,0.6407517036979818,0.00198795940939837,0.40167543217569907,6,P10809,HSPD1,"60 kDa heat shock protein, mitochondrial",CH60_HUMAN,115,55.9141324737731,1.559141324737731,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,0.15437479457499362,-0.7951264982729754,Robust
P3C4 / Unstim,P20273_T291_M1_19,P20273,HexNAc (ST),-2.3282141149866957,2.3282141149866957,0.00195848044877368,0.40167543217569907,4,P20273,CD22,B-cell receptor CD22,CD22_HUMAN,25,402.1833216160842,5.021833216160841,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.273725081408395,-2.054489033578301,Robust
P3C4+Nigericin / P3C4,Q58FG1_K52_M1_10,Q58FG1,Crotonyl,-3.5670922373099616,3.5670922373099616,0.00195843823227527,0.40167543217569907,6,Q58FG1,HSP90AA4P,Putative heat shock protein HSP 90-alpha A4,HS904_HUMAN,7,1085.2276123732802,11.852276123732802,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.8036183857902826,-2.763473851519679,Robust
LPS+Nigericin / Unstim,Q9UKV3_C1223_M1_23,Q9UKV3,Myristoyl,5.245336456249623,5.245336456249623,0.00196050605277248,0.40167543217569907,6,Q9UKV3,ACIN1,Apoptotic chromatin condensation inducer in the nucleus,ACINU_HUMAN,80,-97.36369053227936,0.02636309467720659,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.5357375917406759,5.781074047990299,Robust
P3C4+Nigericin / Unstim,Q9UNP9_C252_M1_24,Q9UNP9,Nitrosyl,-1.7577809018787658,1.7577809018787658,0.00208760286614257,0.40167543217569907,6,Q9UNP9,PPIE,Peptidyl-prolyl cis-trans isomerase E,PPIE_HUMAN,20,238.1775529577147,3.3817755295771472,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.9530244197853646,-0.8047564820934012,Robust
P3C4+Nigericin / P3C4,Cont_Q3SYV4_C93_M2_23,Cont_Q3SYV4,Myristoyl,-3.116178023418732,3.116178023418732,0.0020619030554814,0.40167543217569907,4,Cont_Q3SYV4,CAP1,Adenylyl cyclase-associated protein 1,CAP1_BOVIN,11,767.0877624097059,8.67087762409706,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.1055893736470572,-2.010588649771675,Robust
LPS / Unstim,P17980_K327_M1_10,P17980,Crotonyl,0.9985610060782169,0.9985610060782169,0.00211888518064407,0.4019543798743056,6,P17980,PSMC3,26S proteasome regulatory subunit 6A,PRS6A_HUMAN,49,-49.95010339084871,0.5004989660915129,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.05858090463589547,1.0571419107141122,Robust
P3C4+Nigericin / P3C4,O43598_R48_M1_22,O43598,Methyl (KR),-4.790682444019922,4.790682444019922,0.0021495939585848,0.4027302994634221,5,O43598,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,DNPH1_HUMAN,12,2667.828107779176,27.678281077791755,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.250177625253318,-3.5405048187666033,Robust
LPS+Nigericin / Unstim,Q7KZF4_K116_M1_13,Q7KZF4,Dimethyl (KR),2.643337020820933,2.643337020820933,0.00214553135281804,0.4027302994634221,6,Q7KZF4,SND1,Staphylococcal nuclease domain-containing protein 1,SND1_HUMAN,85,-83.99424119593422,0.16005758804065778,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-1.0868608004505615,3.7301978212714944,Robust
LPS+Nigericin / Unstim,Q9BSJ8_C522_M1_23,Q9BSJ8,Myristoyl,0.6407436064981651,0.6407436064981651,0.00214080225249172,0.4027302994634221,6,Q9BSJ8,ESYT1,Extended synaptotagmin-1,ESYT1_HUMAN,79,-35.861772329382106,0.641382276706179,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.09002160838203399,0.7307652148801991,Robust
LPS+Nigericin / Unstim,P07339_S333_M3_31,P07339,Sulfo (STY),-8.258157867472418,8.258157867472418,0.00215108874610357,0.4027302994634221,4,P07339,CTSD,Cathepsin D,CATD_HUMAN,32,30516.33681887786,306.1633681887786,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.3376611507752764,-7.920496716697142,Robust
P3C4+Nigericin / P3C4,Cont_P68103_C370_M2_24,Cont_P68103;P68104,Nitrosyl,-1.6785679162622076,1.6785679162622076,0.0022078793088017,0.4027832602401707,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,220.11003770843067,3.2011003770843067,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.8863824753020725,-0.7921854409601351,Robust
P3C4+Nigericin / P3C4,Cont_P68103_C363_M2_24,Cont_P68103;P68104,Nitrosyl,-1.6785679162622076,1.6785679162622076,0.00220788024671308,0.4027832602401707,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,220.11003770843067,3.2011003770843067,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.8863824753020725,-0.7921854409601351,Robust
P3C4+Nigericin / P3C4,P68104_C370_M2_24,Cont_P68103;P68104,Nitrosyl,-1.6785679162622076,1.6785679162622076,0.0022078793088017,0.4027832602401707,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,220.11003770843067,3.2011003770843067,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.8863824753020725,-0.7921854409601351,Robust
P3C4+Nigericin / P3C4,P68104_C363_M2_24,Cont_P68103;P68104,Nitrosyl,-1.6785679162622076,1.6785679162622076,0.00220788024671308,0.4027832602401707,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,220.11003770843067,3.2011003770843067,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.8863824753020725,-0.7921854409601351,Robust
P3C4+Nigericin / Unstim,P04150_C302_M1_24,P04150,Nitrosyl,-2.176656889854973,2.176656889854973,0.00223661138830222,0.4027832602401707,6,P04150,NR3C1,Glucocorticoid receptor,GCR_HUMAN,33,352.1046918896121,4.521046918896121,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.4092021971968287,-0.7674546926581445,Robust
P3C4+Nigericin / P3C4,Q15942_S344_M1_28,Q15942,Phospho (STY),-2.606472615470567,2.606472615470567,0.00224776123185913,0.4027832602401707,6,Q15942,ZYX,Zyxin,ZYX_HUMAN,42,509.0128274401705,6.090128274401705,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.372666386605404,-1.233806228865163,Robust
LPS+Nigericin / LPS,Q7KZF4_K116_M1_13,Q7KZF4,Dimethyl (KR),1.988990353486312,1.988990353486312,0.00220282441048373,0.4027832602401707,6,Q7KZF4,SND1,Staphylococcal nuclease domain-containing protein 1,SND1_HUMAN,85,-74.80848754841726,0.2519151245158274,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.40983435500688176,2.3988247084931937,Robust
P3C4+Nigericin / P3C4,P09429_K112_M2_10,P09429,Crotonyl,-4.0755166518921175,4.0755166518921175,0.00231094075343239,0.4037983713038949,5,P09429,HMGB1,High mobility group protein B1,HMGB1_HUMAN,31,1585.9813259849843,16.859813259849844,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.665957649188704,-2.4095590027034133,Robust
P3C4+Nigericin / Unstim,P62753_Y48_M1_31,P62753,Sulfo (STY),-1.6187658741393005,1.6187658741393005,0.00228459303864797,0.4037983713038949,6,P62753,RPS6,Small ribosomal subunit protein eS6,RS6_HUMAN,25,207.11221059636608,3.071122105963661,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.0016806391512674,-0.6170852349880331,Robust
P3C4+Nigericin / P3C4,P10809_K58_M2_13,P10809,Dimethyl (KR),-1.8545413833405635,1.8545413833405635,0.00247544675818341,0.4058590503535069,4,P10809,HSPD1,"60 kDa heat shock protein, mitochondrial",CH60_HUMAN,115,261.6367724544963,3.6163677245449626,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.1291976072910422,-1.7253437760495214,Robust
P3C4+Nigericin / Unstim,Q15181_K288_M1_10,Q15181,Crotonyl,-5.870259259530245,5.870259259530245,0.00251714879033067,0.4067678334287668,4,Q15181,PPA1,Inorganic pyrophosphatase,IPYR_HUMAN,19,5749.572384499114,58.49572384499115,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.053276335433832,-4.816982924096413,Robust
LPS / Unstim,O00232_K330_M1_22,O00232,Methyl (KR),-1.2905955231995008,1.2905955231995008,0.00261591549589908,0.4091044588196052,4,O00232,PSMD12,26S proteasome non-ATPase regulatory subunit 12,PSD12_HUMAN,42,144.6290139428871,2.446290139428871,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.4004926284067145,-0.8901028947927863,Robust
P3C4+Nigericin / P3C4,P55010_C59_M1_24,P55010,Nitrosyl,-3.3785756560936577,3.3785756560936577,0.00264852623148323,0.41009402090317776,6,P55010,EIF5,Eukaryotic translation initiation factor 5,IF5_HUMAN,36,940.0461605741498,10.400461605741498,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.4215097609820335,-1.9570658951116242,Robust
P3C4+Nigericin / P3C4,P23528_C139_M1_24,P23528,Nitrosyl,-3.885210516929008,3.885210516929008,0.00280866527922325,0.41368361702018847,6,P23528,CFL1,Cofilin-1,COF1_HUMAN,38,1377.6272956528976,14.776272956528976,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.9294502168446264,-2.9557603000843815,Robust
LPS+Nigericin / LPS,P55209_T39_M1_31,P55209,Sulfo (STY),-1.762887962895148,1.762887962895148,0.00281561243055592,0.41368361702018847,6,P55209,NAP1L1,Nucleosome assembly protein 1-like 1,NP1L1_HUMAN,18,239.37680426609904,3.3937680426609904,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.7349107025637109,-1.027977260331437,Robust
P3C4+Nigericin / P3C4,Q9BTZ2_T38_M2_31,Q9BTZ2,Sulfo (STY),-3.0158311802396596,3.0158311802396596,0.00281778331703253,0.41368361702018847,5,Q9BTZ2,DHRS4,Dehydrogenase/reductase SDR family member 4,DHRS4_HUMAN,19,708.8270126804641,8.088270126804641,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.20335044812094963,-2.81248073211871,Robust
P3C4+Nigericin / P3C4,Q5JTV8_S143_M1_28,Q5JTV8,Phospho (STY),-1.8567741809039828,1.8567741809039828,0.00287490113004627,0.4148850452877102,6,Q5JTV8,TOR1AIP1,Torsin-1A-interacting protein 1,TOIP1_HUMAN,47,262.1968955858309,3.621968955858309,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.3994361705881473,-1.4573380103158355,Robust
LPS+Nigericin / LPS,Q8N392_T327_M1_19,Q8N392,HexNAc (ST),-4.889888658059346,4.889888658059346,0.00292740164853214,0.41606521879138975,6,Q8N392,ARHGAP18,Rho GTPase-activating protein 18,RHG18_HUMAN,43,2864.852972681978,29.64852972681978,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.7886988424206409,-4.101189815638705,Robust
LPS+Nigericin / LPS,Q8N392_K317_M1_18,Q8N392,Hex (K),-4.889888658059346,4.889888658059346,0.00292740164853214,0.41606521879138975,6,Q8N392,ARHGAP18,Rho GTPase-activating protein 18,RHG18_HUMAN,43,2864.852972681978,29.64852972681978,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.7886988424206409,-4.101189815638705,Robust
P3C4+Nigericin / Unstim,P11940_R493_M1_13,P11940,Dimethyl (KR),-1.501996137187971,1.501996137187971,0.00302912180275195,0.41655190746009224,6,P11940,PABPC1,Polyadenylate-binding protein 1,PABP1_HUMAN,56,183.23432928275105,2.8323432928275105,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.7593219465848657,-0.7426741906031054,Robust
LPS+Nigericin / LPS,P14868_T220_M1_28,P14868,Phospho (STY),-7.103305862417264,7.103305862417264,0.00300665131593508,0.41655190746009224,5,P14868,DARS1,"Aspartate--tRNA ligase, cytoplasmic",SYDC_HUMAN,44,13650.172069715569,137.50172069715566,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.4158499842952371,-6.687455878122027,Robust
LPS+Nigericin / LPS,P09382_Y120_M1_31,P09382,Sulfo (STY),-1.4528572612498878,1.4528572612498878,0.00320258632568985,0.416583721846147,6,P09382,LGALS1,Galectin-1,LEG1_HUMAN,23,173.74967676954557,2.737496767695456,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.6702363749898812,-0.7826208862600066,Robust
P3C4+Nigericin / Unstim,P14866_K264_M1_32,P14866,Trimethyl (K),-2.4555532721766373,2.4555532721766373,0.00315952448522044,0.416583721846147,6,P14866,HNRNPL,Heterogeneous nuclear ribonucleoprotein L,HNRPL_HUMAN,42,448.5234398786713,5.485234398786713,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.865796751753303,-0.5897565204233344,Robust
P3C4+Nigericin / Unstim,P49588_K898_M1_17,P49588,GlyGly (K),-1.956451549813902,1.956451549813902,0.0032020581442732,0.416583721846147,6,P49588,AARS1,"Alanine--tRNA ligase, cytoplasmic",SYAC_HUMAN,62,288.106218680471,3.88106218680471,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.917109050923792,-1.0393424988901099,Robust
P3C4+Nigericin / Unstim,Q68CZ2_C615_M1_24,Q68CZ2,Nitrosyl,-1.994242138075799,1.994242138075799,0.00309475342268736,0.416583721846147,6,Q68CZ2,TNS3,Tensin-3,TENS3_HUMAN,69,298.4067631518725,3.984067631518725,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.269747380156519,-0.7244947579192802,Robust
P3C4+Nigericin / P3C4,Q8NB37_C94_M1_24,Q8NB37,Nitrosyl,6.255956160525072,6.255956160525072,0.00314961778419845,0.416583721846147,6,Q8NB37,GATD1,Glutamine amidotransferase-like class 1 domain-containing protein 1,GALD1_HUMAN,9,-98.6915126025929,0.01308487397407096,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.7335384637480024,6.989494624273074,Robust
P3C4+Nigericin / Unstim,Q8NB37_C94_M1_24,Q8NB37,Nitrosyl,6.38038521486795,6.38038521486795,0.00321003736155617,0.416583721846147,6,Q8NB37,GATD1,Glutamine amidotransferase-like class 1 domain-containing protein 1,GALD1_HUMAN,9,-98.79963681710552,0.01200363182894471,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.7130244155510558,7.093409630419005,Robust
P3C4+Nigericin / P3C4,P06576_R345_M1_22,P06576,Methyl (KR),-1.4400724857775595,1.4400724857775595,0.00325598078634372,0.4167283806981183,6,P06576,ATP5F1B,"ATP synthase subunit beta, mitochondrial",ATPB_HUMAN,56,171.3344978909908,2.713344978909908,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,0.2682517757283792,-1.7083242615059389,Robust
P3C4+Nigericin / P3C4,P06280_T420_M2_31,P06280,Sulfo (STY),-2.4336502709766936,2.4336502709766936,0.00330476959070178,0.4175346664566525,6,P06280,GLA,Alpha-galactosidase A,AGAL_HUMAN,11,440.25865184754673,5.402586518475467,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.1066039704390582,-1.3270463005376354,Robust
P3C4+Nigericin / Unstim,P42224_K525_M1_0,P42224,Acetyl (K),-2.016623120719124,2.016623120719124,0.00332569781787312,0.41799070734509297,6,P42224,STAT1,Signal transducer and activator of transcription 1-alpha/beta,STAT1_HUMAN,55,304.6355625174745,4.046355625174745,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.3670467230432235,-0.6495763976759006,Robust
P3C4+Nigericin / Unstim,Q15365_K115_M1_32,Q15365,Trimethyl (K),-2.2245091148991465,2.2245091148991465,0.00343523193006245,0.4184200937186366,6,Q15365,PCBP1,Poly(rC)-binding protein 1,PCBP1_HUMAN,16,367.3518532715665,4.673518532715665,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.944912044142004,-1.2795970707571425,Robust
P3C4+Nigericin / Unstim,P13489_K287_M1_17,P13489,GlyGly (K),-1.5908991431358892,1.5908991431358892,0.00346762079130176,0.4185008492865786,6,P13489,RNH1,Ribonuclease inhibitor,RINI_HUMAN,45,201.23703351599565,3.0123703351599564,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.785966754475838,-0.8049323886600512,Robust
LPS+Nigericin / Unstim,P09429_K146_M2_32,P09429,Trimethyl (K),0.5122047957738841,0.5122047957738841,0.00353170981558861,0.4203603944649718,6,P09429,HMGB1,High mobility group protein B1,HMGB1_HUMAN,31,-29.884991253186374,0.7011500874681362,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-1.184158230735747,1.6963630265096312,Robust
LPS+Nigericin / Unstim,P09429_K141_M2_32,P09429,Trimethyl (K),0.5122047957738841,0.5122047957738841,0.00353170981558861,0.4203603944649718,6,P09429,HMGB1,High mobility group protein B1,HMGB1_HUMAN,31,-29.884991253186374,0.7011500874681362,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-1.184158230735747,1.6963630265096312,Robust
LPS / Unstim,P55735_R239_M1_22,P55735,Methyl (KR),6.1725825557844285,6.1725825557844285,0.00354243043113902,0.4203603944649718,6,P55735,SEC13,Protein SEC13 homolog,SEC13_HUMAN,13,-98.6136671954419,0.01386332804558102,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.36127565134017914,6.533858207124608,Robust
LPS / Unstim,P46776_C70_M1_24,P46776,Nitrosyl,2.7072031019445375,2.7072031019445375,0.00355904713822043,0.42039193262857955,6,P46776,RPL27A,Large ribosomal subunit protein uL15,RL27A_HUMAN,13,-84.68733921228385,0.15312660787716165,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.6688729985386834,3.376076100483221,Robust
LPS+Nigericin / Unstim,P68402_K207_M1_0,P68402,Acetyl (K),-1.7101039753019194,1.7101039753019194,0.00361669124150668,0.4208029750787128,6,P68402,PAFAH1B2,Platelet-activating factor acetylhydrolase IB subunit alpha2,PA1B2_HUMAN,13,227.18440281463313,3.2718440281463312,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.798584050660977,-0.9115199246409423,Robust
LPS+Nigericin / LPS,Q6NXR4_K97_M1_32,Q6NXR4,Trimethyl (K),-0.775475304795648,0.775475304795648,0.00362264435676206,0.4208029750787128,5,Q6NXR4,TTI2,TELO2-interacting protein 2,TTI2_HUMAN,11,71.17539063787461,1.711753906378746,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.01306168650306176,-0.7624136182925862,Robust
LPS+Nigericin / LPS,Q14103_S190_M1_31,Q14103,Sulfo (STY),-2.3999347575837526,2.3999347575837526,0.00365002955503453,0.42129326939833694,6,Q14103,HNRNPD,Heterogeneous nuclear ribonucleoprotein D0,HNRPD_HUMAN,45,427.77929621912153,5.277792962191215,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.7727431715561311,-1.6271915860276214,Robust
LPS+Nigericin / LPS,P11021_S354_M1_28,P11021,Phospho (STY),2.675907625210047,2.675907625210047,0.00371441660455255,0.42199781048340856,5,P11021,HSPA5,Endoplasmic reticulum chaperone BiP,BIP_HUMAN,92,-84.35154233871715,0.1564845766128284,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.20477032297503003,2.4711373022350167,Robust
P3C4 / Unstim,P62899_T26_M1_19,P62899,HexNAc (ST),1.8343667068242928,1.8343667068242928,0.00376216908235117,0.42220873798169434,6,P62899,RPL31,Large ribosomal subunit protein eL31,RL31_HUMAN,14,-71.95854152110002,0.2804145847889998,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.02009727877949124,1.8544639856037841,Robust
P3C4+Nigericin / P3C4,Q8NHG8_K194_M1_13,Q8NHG8,Dimethyl (KR),-2.0713154566653795,2.0713154566653795,0.00383946566964509,0.4226215709433055,6,Q8NHG8,ZNRF2,E3 ubiquitin-protein ligase ZNRF2,ZNRF2_HUMAN,13,320.2697028481186,4.202697028481186,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.216348266248076,-0.8549671904173035,Robust
P3C4+Nigericin / P3C4,P10809_Y223_M2_31,P10809,Sulfo (STY),12.331898642575728,12.331898642575728,0.00390223943210112,0.4240522924422868,6,P10809,HSPD1,"60 kDa heat shock protein, mitochondrial",CH60_HUMAN,115,-99.98060326622236,1.9396733777646e-4,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.1291976072910422,12.46109624986677,Robust
LPS+Nigericin / LPS,Cont_P60712_K291_M2_22,Cont_P60712;P60709,Methyl (KR),2.2824214504548053,2.2824214504548053,0.00429796000303422,0.42483641592589294,6,Cont_P60712;P60709,ACTB,"Actin, cytoplasmic 1;Actin, cytoplasmic 1",ACTB_BOVIN;ACTB_HUMAN,68,-79.44475390572232,0.2055524609427768,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.02326337243036709,2.2591580780244382,Robust
LPS+Nigericin / LPS,Cont_P60712_R290_M2_22,Cont_P60712;P60709,Methyl (KR),2.2824214504548053,2.2824214504548053,0.00429796000303422,0.42483641592589294,6,Cont_P60712;P60709,ACTB,"Actin, cytoplasmic 1;Actin, cytoplasmic 1",ACTB_BOVIN;ACTB_HUMAN,68,-79.44475390572232,0.2055524609427768,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.02326337243036709,2.2591580780244382,Robust
LPS+Nigericin / LPS,P60709_K291_M2_22,Cont_P60712;P60709,Methyl (KR),2.2824214504548053,2.2824214504548053,0.00429796000303422,0.42483641592589294,6,Cont_P60712;P60709,ACTB,"Actin, cytoplasmic 1;Actin, cytoplasmic 1",ACTB_BOVIN;ACTB_HUMAN,68,-79.44475390572232,0.2055524609427768,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.02326337243036709,2.2591580780244382,Robust
LPS+Nigericin / LPS,P60709_R290_M2_22,Cont_P60712;P60709,Methyl (KR),2.2824214504548053,2.2824214504548053,0.00429796000303422,0.42483641592589294,6,Cont_P60712;P60709,ACTB,"Actin, cytoplasmic 1;Actin, cytoplasmic 1",ACTB_BOVIN;ACTB_HUMAN,68,-79.44475390572232,0.2055524609427768,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.02326337243036709,2.2591580780244382,Robust
P3C4+Nigericin / Unstim,Cont_Q2KJD0_K297_M1_13,Cont_Q2KJD0;P07437,Dimethyl (KR),-10.119074620731404,10.119074620731404,0.00442686482035003,0.42483641592589294,6,Cont_Q2KJD0;P07437,TUBB5;TUBB,Tubulin beta-5 chain;Tubulin beta chain,TBB5_BOVIN;TBB5_HUMAN,11,111110.29408532224,1112.1029408532224,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.07783520843510774,-10.041239412296296,Robust
P3C4+Nigericin / Unstim,P07437_K297_M1_13,Cont_Q2KJD0;P07437,Dimethyl (KR),-10.119074620731404,10.119074620731404,0.00442686482035003,0.42483641592589294,6,Cont_Q2KJD0;P07437,TUBB5;TUBB,Tubulin beta-5 chain;Tubulin beta chain,TBB5_BOVIN;TBB5_HUMAN,11,111110.29408532224,1112.1029408532224,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.07783520843510774,-10.041239412296296,Robust
LPS / Unstim,O60911_K133_M1_22,O60911,Methyl (KR),-7.3668889054252125,7.3668889054252125,0.00425008537347078,0.42483641592589294,6,O60911,CTSV,Cathepsin L2,CATL2_HUMAN,6,16406.482479565486,165.06482479565486,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.24003098083410743,-7.126857924591105,Robust
P3C4+Nigericin / Unstim,O60911_K133_M1_22,O60911,Methyl (KR),-7.899844192364719,7.899844192364719,0.00422837240472449,0.42483641592589294,6,O60911,CTSV,Cathepsin L2,CATL2_HUMAN,6,23783.065129790863,238.83065129790864,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.7604354056609466,-6.139408786703772,Robust
P3C4 / Unstim,O60911_K133_M1_22,O60911,Methyl (KR),-7.422475710553609,7.422475710553609,0.00424192374571659,0.42483641592589294,6,O60911,CTSV,Cathepsin L2,CATL2_HUMAN,6,17054.88578651516,171.54885786515158,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.6142680817813527,-6.808207628772257,Robust
P3C4+Nigericin / P3C4,P09651_K8_M1_23,P09651,Myristoyl,-3.314002231526705,3.314002231526705,0.00433287543080309,0.42483641592589294,6,P09651,HNRNPA1,Heterogeneous nuclear ribonucleoprotein A1,ROA1_HUMAN,46,894.5212734240407,9.945212734240409,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.3269576129596177,-1.9870446185670871,Robust
LPS+Nigericin / Unstim,P10147_C57_M1_24,P10147,Nitrosyl,9.033366220103153,9.033366220103153,0.00416251321104843,0.42483641592589294,6,P10147,CCL3,C-C motif chemokine 3,CCL3_HUMAN,9,-99.80915279414778,0.00190847205852218,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,2.259971384799489,6.773394835303664,Robust
LPS / Unstim,P13010_T293_M1_19,P13010,HexNAc (ST),-2.9286452422867395,2.9286452422867395,0.00432474435729249,0.42483641592589294,5,P13010,XRCC5,X-ray repair cross-complementing protein 5,XRCC5_HUMAN,77,661.3950772535361,7.613950772535361,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.4594337464873128,-2.469211495799427,Robust
LPS / Unstim,P13010_K291_M1_17,P13010,GlyGly (K),-2.9286452422867395,2.9286452422867395,0.00432474539700953,0.42483641592589294,5,P13010,XRCC5,X-ray repair cross-complementing protein 5,XRCC5_HUMAN,77,661.3950772535361,7.613950772535361,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.4594337464873128,-2.469211495799427,Robust
P3C4 / Unstim,P13284_K233_M1_13,P13284,Dimethyl (KR),3.159141248633372,3.159141248633372,0.00436309233067585,0.42483641592589294,5,P13284,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,GILT_HUMAN,9,-88.80552518479995,0.11194474815200046,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.3087044637622356,3.467845712395608,Robust
